        2478      6.12000
     -6.74701     -6.74701     -6.74701     -6.74701     -6.74701     -6.74701
     -6.74701     -6.74701     -6.74701     -6.74701     -6.74701     -6.74701
     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401
     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401
     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401
     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401     -6.35401
     -6.35401     -6.35401     -6.35401     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101     -5.96101
     -5.96101     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801
     -5.56801     -5.56801     -5.56801     -5.56801     -5.56801     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500     -5.17500
     -5.17500     -5.17500     -5.17500     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200
     -4.78200     -4.78200     -4.78200     -4.78200     -4.78200     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900
     -4.38900     -4.38900     -4.38900     -4.38900     -4.38900     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600
     -3.99600     -3.99600     -3.99600     -3.99600     -3.99600     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300     -3.60300
     -3.60300     -3.60300     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000     -3.21000
     -3.21000     -3.21000     -3.21000     -3.21000     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700     -2.81700
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400     -2.42400
